gene_id,gene_symbol,pseudobulk_target,pseudobulk_other,cpm_target,cpm_other,log2_fold_change,pct_expressed_target,pct_expressed_other
ENSG00000138798,EGF,83.0,5259.0,28.688751,10.902404,1.3186635,38.31775700934579,8.905084552752946
ENSG00000170522,ELOVL6,262.0,42718.0,90.55968,88.55845,0.031882897,77.57009345794393,50.79143654273188
ENSG00000138792,ENPEP,6.0,3502.0,2.0738854,7.2599773,-1.4260745,4.672897196261682,5.602687467972442
ENSG00000250511,ENSG00000250511,0.0,8.0,0.0,0.016584756,-0.023730531,0.0,0.022775152308831065
ENSG00000250103,PANCR,0.0,22.0,0.0,0.04560808,-0.06434214,0.0,0.06263166884928544
ENSG00000248656,LOC105377366,0.0,21.0,0.0,0.043534987,-0.061479002,0.0,0.05978477481068154
ENSG00000250855,ENSG00000250855,0.0,157.0,0.0,0.32547584,-0.40651038,0.0,0.4327278938677902
ENSG00000249815,LINC02945,3.0,383.0,1.0369427,0.79399526,0.18322934,2.803738317757009,0.7772020725388601
ENSG00000174749,FAM241A,46.0,8117.0,15.89979,16.827309,-0.07708365,30.8411214953271,15.626601377896716
ENSG00000260526,AP1AR-DT,5.0,720.0,1.728238,1.4926281,0.1303019,4.672897196261682,2.00136650913853
ENSG00000138660,AP1AR,131.0,16010.0,45.27984,33.190247,0.43679896,64.48598130841121,28.249729545066334
ENSG00000272567,ENSG00000272567,3.0,140.0,1.0369427,0.29023322,0.6587735,2.803738317757009,0.3928713773273359
ENSG00000145365,TIFA,8.0,1112.0,2.7651808,2.3052812,0.18794614,5.607476635514018,2.8440471445652795
ENSG00000073331,ALPK1,31.0,6385.0,10.7150755,13.236709,-0.28124943,18.69158878504673,11.225303194215112
ENSG00000178403,NEUROG2,0.0,59.0,0.0,0.12231258,-0.16647452,0.0,0.1565791721232136
ENSG00000249509,NEUROG2-AS1,9.0,1285.0,3.1108284,2.6639266,0.16603862,4.672897196261682,2.8127313101406366
ENSG00000138658,ZGRF1,54.0,9485.0,18.66497,19.663303,-0.071442865,36.44859813084112,20.119000170813642
ENSG00000174720,LARP7,67.0,12964.0,23.158388,26.875597,-0.20647855,34.57943925233645,27.543699823492567
ENSG00000249532,MIR302CHG,0.0,80.0,0.0,0.16584757,-0.2213791,0.0,0.22775152308831065
ENSG00000250046,ENSG00000250046,2.0,91.0,0.6912952,0.1886516,0.5088026,1.8691588785046727,0.2533735694357456
ENSG00000145362,ANK2,4495.0,733285.0,1553.686,1520.1692,0.031442586,99.06542056074767,94.15532653874624
ENSG00000251126,LOC102723896,2.0,139.0,0.6912952,0.28816015,0.39281657,1.8691588785046727,0.390024483288732
ENSG00000248152,ANK2-AS1,115.0,16064.0,39.749474,33.302193,0.24848065,47.66355140186916,26.601377896714684
ENSG00000145349,CAMK2D,1174.0,132033.0,405.79028,273.7169,0.5663397,98.13084112149532,68.6955531515117
ENSG00000180801,ARSJ,138.0,8909.0,47.69937,18.4692,1.3227096,45.794392523364486,11.23099698229232
ENSG00000249304,ENSG00000249304,0.0,71.0,0.0,0.1471897,-0.198104,0.0,0.19928258270227184
ENSG00000174607,UGT8,19.0,32978.0,6.567304,68.366516,-3.196388,10.2803738317757,25.949439161874395
ENSG00000138653,NDST4,1.0,2686.0,0.3456476,5.568332,-2.2872264,0.9345794392523363,3.663952627683198
ENSG00000250791,ENSG00000250791,0.0,16.0,0.0,0.03316951,-0.047076967,0.0,0.04555030461766213
ENSG00000287845,ENSG00000287845,0.0,51.0,0.0,0.10572782,-0.1449963,0.0,0.14519159596879805
ENSG00000287520,ENSG00000287520,6.0,262.0,2.0738854,0.5431508,0.9941844,3.7383177570093453,0.6547856288788931
ENSG00000287290,ENSG00000287290,14.0,2542.0,4.8390665,5.2698064,-0.10268316,7.476635514018691,4.549336673689005
ENSG00000286637,ENSG00000286637,0.0,1972.0,0.0,4.088143,-2.3471391,0.0,1.7138302112395376
ENSG00000174599,TRAM1L1,3.0,1712.0,1.0369427,3.549138,-1.1591878,2.803738317757009,4.597733872345271
ENSG00000224932,LINC02262,2.0,202.0,0.6912952,0.4187651,0.25349277,1.8691588785046727,0.5693788077207766
ENSG00000228358,ENSG00000228358,166.0,40480.0,57.377502,83.91887,-0.5406727,28.971962616822427,17.818709787621707
ENSG00000236922,LINC01378,179.0,69493.0,61.870922,144.06557,-1.2062403,34.57943925233645,24.133120765245117
ENSG00000286269,ENSG00000286269,1.0,448.0,0.3456476,0.9287464,-0.51936287,0.9345794392523363,1.0761259465922677
ENSG00000229565,LINC02264,0.0,76.0,0.0,0.1575552,-0.21108098,0.0,0.1878950065478563
ENSG00000164100,NDST3,577.0,96916.0,199.43867,200.91603,-0.010594585,85.04672897196261,39.96185161988271
ENSG00000269893,SNHG8,20.0,4391.0,6.912952,9.102959,-0.35248998,16.822429906542055,10.79826908842453
ENSG00000164099,PRSS12,8.0,3311.0,2.7651808,6.864016,-1.0625472,3.7383177570093453,4.859648123896829
ENSG00000281731,METTL14-DT,14.0,1716.0,4.8390665,3.5574303,0.3575171,11.214953271028037,4.412685759836019
ENSG00000145388,METTL14,81.0,13779.0,27.997456,28.565172,-0.0279724,46.728971962616825,28.292432955645392
ENSG00000150961,SEC24D,253.0,31174.0,87.448845,64.62665,0.43056154,70.09345794392523,30.4247565905597
ENSG00000172403,SYNPO2,538.0,60499.0,185.95842,125.42015,0.564491,70.09345794392523,38.29926550133804
ENSG00000172399,MYOZ2,5.0,1440.0,1.728238,2.9852562,-0.54670286,3.7383177570093453,3.4362011045948866
ENSG00000145390,USP53,70.0,19949.0,24.195333,41.356163,-0.74941534,40.18691588785047,33.02966463588225
ENSG00000164096,ARLN,91.0,14452.0,31.453932,29.960363,0.06797096,49.532710280373834,24.44058532141434
ENSG00000145384,FABP2,0.0,4.0,0.0,0.008292378,-0.011914143,0.0,0.011387576154415532
ENSG00000260091,ENSG00000260091,2.0,175.0,0.6912952,0.36279157,0.3115636,0.9345794392523363,0.4953595627170757
ENSG00000250950,ENSG00000250950,0.0,119.0,0.0,0.24669825,-0.3181123,0.0,0.3387803905938621
ENSG00000138735,PDE5A,164.0,26777.0,56.686207,55.511253,0.029688265,66.35514018691589,37.64732676649775
ENSG00000286241,ENSG00000286241,2.0,340.0,0.6912952,0.70485216,-0.011518132,1.8691588785046727,0.9053123042760349
ENSG00000250392,LINC02502,0.0,16.0,0.0,0.03316951,-0.047076967,0.0,0.04555030461766213
ENSG00000253825,ENSG00000253825,0.0,9.0,0.0,0.018657852,-0.026669526,0.0,0.025622046347434948
ENSG00000164109,MAD2L1,17.0,1678.0,5.8760095,3.478653,0.6185066,13.084112149532709,4.350054090986733
ENSG00000250938,MAD2L1-DT,131.0,39631.0,45.27984,82.15881,-0.8454853,47.66355140186916,37.93201617035814
ENSG00000249409,ENSG00000249409,0.0,65.0,0.0,0.13475114,-0.18237582,0.0,0.17650743039344075
ENSG00000138738,PRDM5,67.0,14728.0,23.158388,30.532537,-0.38431704,42.05607476635514,25.508170585890795
ENSG00000173376,NDNF,0.0,386.0,0.0,0.8002145,-0.8481688,0.0,0.6405511586858736
ENSG00000250344,NDNF-AS1,0.0,5.0,0.0,0.010365473,-0.014877272,0.0,0.014234470193019415
ENSG00000050730,TNIP3,8.0,497.0,2.7651808,1.030328,0.8910063,6.5420560747663545,1.1159824631327222
